name,p_female,p_male,weight,culture,source
agnese,1.0,0.0,1.0,european_other,firstname-db
agneta,1.0,0.0,1.0,european_other,firstname-db
agnete,1.0,0.0,1.0,european_other,firstname-db
agnetha,1.0,0.0,1.0,european_other,firstname-db
agnethe,1.0,0.0,1.0,european_other,firstname-db
agneza,1.0,0.0,1.0,slavic,firstname-db
agni,1.0,0.0,1.0,european_other,firstname-db
agnieszka,1.0,0.0,1.0,other,firstname-db
agnietė,1.0,0.0,1.0,european_other,firstname-db
agnieška,1.0,0.0,1.0,european_other,firstname-db
agnija,1.0,0.0,1.0,european_other,firstname-db
agnis,0.0,1.0,1.0,european_other,firstname-db
agnita,1.0,0.0,1.0,european_other,firstname-db
agnès,1.0,0.0,1.0,european_other,firstname-db
agnė,1.0,0.0,1.0,european_other,firstname-db
ago,0.0,1.0,1.0,slavic,firstname-db
agon,0.0,1.0,1.0,slavic,firstname-db
agora,1.0,0.0,1.0,european_other,firstname-db
agoritsa,1.0,0.0,1.0,european_other,firstname-db
agostina,1.0,0.0,1.0,slavic,firstname-db
agostinho,0.0,1.0,1.0,european_other,firstname-db
agostino,0.0,1.0,1.0,european_other,firstname-db
agostiña,1.0,0.0,1.0,european_other,firstname-db
agota,1.0,0.0,1.0,european_other,firstname-db
agra,1.0,0.0,1.0,european_other,firstname-db
agripina,1.0,0.0,1.0,european_other,firstname-db
agrippina,1.0,0.0,1.0,european_other,firstname-db
agrippino,0.0,1.0,1.0,european_other,firstname-db
agris,0.0,1.0,1.0,european_other,firstname-db
agrita,1.0,0.0,1.0,european_other,firstname-db
agron,0.0,1.0,1.0,slavic,firstname-db
agshin,0.0,1.0,1.0,arab,firstname-db
agu,0.0,1.0,1.0,european_other,firstname-db
aguinaldo,0.0,1.0,1.0,european_other,firstname-db
agunde,1.0,0.0,1.0,european_other,firstname-db
agurne,1.0,0.0,1.0,european_other,firstname-db
agurtzane,1.0,0.0,1.0,european_other,firstname-db
agusti,0.0,1.0,1.0,european_other,firstname-db
agustin,0.0,1.0,1.0,european_other,firstname-db
agustina,1.0,0.0,1.0,european_other,firstname-db
agustín,0.0,1.0,1.0,european_other,firstname-db
agáta,1.0,0.0,1.0,european_other,firstname-db
ah,0.5,0.5,0.5,east_asian,firstname-db
aharon,0.0,1.0,1.0,arab,firstname-db
aherine,1.0,0.0,1.0,european_other,firstname-db
ahilan,0.0,1.0,1.0,south_asian,firstname-db
ahile,0.0,1.0,1.0,european_other,firstname-db
ahlam,1.0,0.0,1.0,arab,firstname-db
ahlerich,0.0,1.0,1.0,european_other,firstname-db
ahlke,0.75,0.25,0.7,european_other,firstname-db
ahlrich,0.0,1.0,1.0,european_other,firstname-db
ahlrike,1.0,0.0,1.0,european_other,firstname-db
ahmad,0.0,1.0,1.0,arab,firstname-db
ahmed,0.0,1.0,1.6,slavic,firstname-db+faimr-seed
ahmet,0.0,1.0,1.0,slavic,firstname-db
ahmo,0.0,1.0,1.0,slavic,firstname-db
ahrend,0.0,1.0,1.0,european_other,firstname-db
ahsen,1.0,0.0,1.0,arab,firstname-db
ahti,0.0,1.0,1.0,european_other,firstname-db
ahto,0.0,1.0,1.0,european_other,firstname-db
ahu,1.0,0.0,1.0,arab,firstname-db
ahuva,1.0,0.0,1.0,arab,firstname-db
ahuvah,1.0,0.0,1.0,arab,firstname-db
ai,0.8333,0.1667,0.75,east_asian,firstname-db
aia,1.0,0.0,1.0,arab,firstname-db
aiace,0.0,1.0,1.0,european_other,firstname-db
aibek,0.0,1.0,1.0,arab,firstname-db
aibin,0.5,0.5,0.5,east_asian,firstname-db
aibing,0.5,0.5,0.5,east_asian,firstname-db
aicha,1.0,0.0,1.0,arab,firstname-db
aichuan,0.5,0.5,0.5,east_asian,firstname-db
aichun,0.5,0.5,0.5,east_asian,firstname-db
aicke,0.0,1.0,1.0,european_other,firstname-db
aida,1.0,0.0,1.0,european_other,firstname-db
aidan,0.0,1.0,1.0,western,firstname-db
aidana,1.0,0.0,1.0,slavic,firstname-db
aidar,0.0,1.0,1.0,arab,firstname-db
aidas,0.0,1.0,1.0,european_other,firstname-db
aide,1.0,0.0,1.0,european_other,firstname-db
aideen,1.0,0.0,1.0,western,firstname-db
aidel,1.0,0.0,1.0,arab,firstname-db
aiden,0.0,1.0,1.6,western,firstname-db+faimr-seed
aidi,0.5,0.5,0.5,east_asian,firstname-db
aido,0.0,1.0,1.0,european_other,firstname-db
aidong,0.5,0.5,0.5,east_asian,firstname-db
aiert,0.0,1.0,1.0,european_other,firstname-db
aifang,0.5,0.5,0.5,east_asian,firstname-db
aifen,0.5,0.5,0.5,east_asian,firstname-db
aifeng,0.5,0.5,0.5,east_asian,firstname-db
aifu,0.5,0.5,0.5,east_asian,firstname-db
aiga,1.0,0.0,1.0,european_other,firstname-db
aigar,0.0,1.0,1.0,european_other,firstname-db
aigars,0.0,1.0,1.0,european_other,firstname-db
aigerim,1.0,0.0,1.0,arab,firstname-db
aigris,0.0,1.0,1.0,european_other,firstname-db
aigul,1.0,0.0,1.0,arab,firstname-db
aiguo,0.5,0.5,0.5,east_asian,firstname-db
aihong,0.5,0.5,0.5,east_asian,firstname-db
aihua,0.5,0.5,0.5,east_asian,firstname-db
aihui,0.5,0.5,0.5,east_asian,firstname-db
aija,1.0,0.0,1.0,european_other,firstname-db
aijie,0.5,0.5,0.5,east_asian,firstname-db
aiju,0.5,0.5,0.5,east_asian,firstname-db
aijuan,0.5,0.5,0.5,east_asian,firstname-db
aijun,0.5,0.5,0.5,east_asian,firstname-db
aikaterini,1.0,0.0,1.0,other,firstname-db
aike,0.25,0.75,0.7,european_other,firstname-db
aiki,1.0,0.0,1.0,european_other,firstname-db
aiko,0.5,0.5,1.6,east_asian,firstname-db+faimr-seed
aikun,0.5,0.5,0.5,east_asian,firstname-db
aila,1.0,0.0,1.0,western,firstname-db
ailan,0.5,0.5,0.5,east_asian,firstname-db
ailbhe,0.75,0.25,0.7,western,firstname-db
aile,1.0,0.0,1.0,european_other,firstname-db
ailean,0.25,0.75,0.7,western,firstname-db
aileen,1.0,0.0,1.0,western,firstname-db
ailert,0.0,1.0,1.0,european_other,firstname-db
aili,0.8068,0.1932,0.7333,european_other,firstname-db
ailian,0.5,0.5,0.5,east_asian,firstname-db
ailiang,0.5,0.5,0.5,east_asian,firstname-db
ailidh,1.0,0.0,1.0,western,firstname-db
ailie,1.0,0.0,1.0,western,firstname-db
ailin,0.8333,0.1667,0.75,european_other,firstname-db
ailing,0.5,0.5,0.5,east_asian,firstname-db
ailis,1.0,0.0,1.0,western,firstname-db
ailish,1.0,0.0,1.0,western,firstname-db
ailsa,1.0,0.0,1.0,western,firstname-db
ailt,0.0,1.0,1.0,european_other,firstname-db
ailín,0.0,1.0,1.0,western,firstname-db
ailís,1.0,0.0,1.0,western,firstname-db
aima,1.0,0.0,1.0,european_other,firstname-db
aimable,0.25,0.75,0.7,european_other,firstname-db
aiman,0.5,0.5,1.0,arab,firstname-db
aimantas,0.0,1.0,1.0,european_other,firstname-db
aimar,0.0,1.0,1.0,european_other,firstname-db
aime,1.0,0.0,1.0,european_other,firstname-db
aimee,1.0,0.0,1.0,western,firstname-db
aimei,0.5,0.5,0.5,east_asian,firstname-db
aimeric,0.0,1.0,1.0,european_other,firstname-db
aimery,0.0,1.0,1.0,european_other,firstname-db
aimi,1.0,0.0,1.0,european_other,firstname-db
aimie,1.0,0.0,1.0,european_other,firstname-db
aimilia,1.0,0.0,1.0,european_other,firstname-db
aimilios,0.0,1.0,1.0,european_other,firstname-db
aimin,0.5,0.5,0.5,east_asian,firstname-db
aiming,0.5,0.5,0.5,east_asian,firstname-db
aimo,0.0,1.0,1.0,european_other,firstname-db
aimur,0.0,1.0,1.0,european_other,firstname-db
aimy,1.0,0.0,1.0,european_other,firstname-db
aimé,0.0,1.0,1.0,european_other,firstname-db
aimée,1.0,0.0,1.0,european_other,firstname-db
ain,0.0,1.0,1.0,european_other,firstname-db
aina,1.0,0.0,1.0,european_other,firstname-db
ainagul,1.0,0.0,1.0,arab,firstname-db
ainar,0.0,1.0,1.0,european_other,firstname-db
ainara,1.0,0.0,1.0,european_other,firstname-db
ainars,0.0,1.0,1.0,european_other,firstname-db
ainash,1.0,0.0,1.0,arab,firstname-db
aindrias,0.0,1.0,1.0,western,firstname-db
aindriú,0.0,1.0,1.0,western,firstname-db
aine,0.75,0.25,0.7,western,firstname-db
aingeru,0.0,1.0,1.0,european_other,firstname-db
ainhoa,1.0,0.0,1.0,european_other,firstname-db
aini,1.0,0.0,1.0,european_other,firstname-db
ainikki,1.0,0.0,1.0,european_other,firstname-db
aining,0.5,0.5,0.5,east_asian,firstname-db
ainis,0.0,1.0,1.0,european_other,firstname-db
aino,0.5,0.5,1.0,european_other,firstname-db
ainoriitta,1.0,0.0,1.0,european_other,firstname-db
ainsley,0.6458,0.3542,0.6,western,firstname-db
ainsworth,0.0,1.0,1.0,western,firstname-db
aintzane,1.0,0.0,1.0,european_other,firstname-db
ainur,1.0,0.0,1.0,arab,firstname-db
ainura,1.0,0.0,1.0,arab,firstname-db
ainārs,0.0,1.0,1.0,european_other,firstname-db
aiping,0.5,0.5,0.5,east_asian,firstname-db
aiqin,0.5,0.5,0.5,east_asian,firstname-db
aiqing,0.5,0.5,0.5,east_asian,firstname-db
aiqun,0.5,0.5,0.5,east_asian,firstname-db
aira,1.0,0.0,1.0,european_other,firstname-db
aire,1.0,0.0,1.0,european_other,firstname-db
aires,0.0,1.0,1.0,european_other,firstname-db
airete,1.0,0.0,1.0,european_other,firstname-db
airi,1.0,0.0,1.0,european_other,firstname-db
airidas,0.0,1.0,1.0,european_other,firstname-db
airina,1.0,0.0,1.0,european_other,firstname-db
airo,1.0,0.0,1.0,european_other,firstname-db
airong,0.5,0.5,0.5,east_asian,firstname-db
airu,0.5,0.5,0.5,east_asian,firstname-db
aischa,1.0,0.0,1.0,arab,firstname-db
aisha,1.0,0.0,1.6,arab,firstname-db+faimr-seed
aishah,1.0,0.0,1.0,arab,firstname-db
aishe,1.0,0.0,1.0,slavic,firstname-db
aishling,1.0,0.0,1.0,western,firstname-db
aislin,1.0,0.0,1.0,western,firstname-db
aisling,1.0,0.0,1.0,western,firstname-db
aislinn,1.0,0.0,1.0,western,firstname-db
aisma,1.0,0.0,1.0,european_other,firstname-db
aiso,0.0,1.0,1.0,european_other,firstname-db
aita,1.0,0.0,1.0,european_other,firstname-db
aitan,0.0,1.0,1.0,arab,firstname-db
aitana,1.0,0.0,1.0,european_other,firstname-db
aiten,1.0,0.0,1.0,arab,firstname-db
aiting,0.5,0.5,0.5,east_asian,firstname-db
aitor,0.0,1.0,1.0,european_other,firstname-db
aitzol,0.0,1.0,1.0,european_other,firstname-db
aiva,1.0,0.0,1.0,european_other,firstname-db
aivar,0.0,1.0,1.0,european_other,firstname-db
aivaras,0.0,1.0,1.0,european_other,firstname-db
aivars,0.0,1.0,1.0,other,firstname-db
aive,1.0,0.0,1.0,european_other,firstname-db
aivi,1.0,0.0,1.0,european_other,firstname-db
aivils,0.0,1.0,1.0,european_other,firstname-db
aivis,0.0,1.0,1.0,european_other,firstname-db
aivo,1.0,0.0,1.0,european_other,firstname-db
aiwei,0.5,0.5,0.5,east_asian,firstname-db
aiwen,0.5,0.5,0.5,east_asian,firstname-db
aiwu,0.5,0.5,0.5,east_asian,firstname-db
aixia,0.5,0.5,0.5,east_asian,firstname-db
aixiang,0.5,0.5,0.5,east_asian,firstname-db
aixiao,0.5,0.5,0.5,east_asian,firstname-db
aixin,0.5,0.5,0.5,east_asian,firstname-db
aixue,0.5,0.5,0.5,east_asian,firstname-db
aiyan,0.5,0.5,0.5,east_asian,firstname-db
aiyana,1.0,0.0,1.0,western,firstname-db
aiyin,0.5,0.5,0.5,east_asian,firstname-db
aiying,0.5,0.5,0.5,east_asian,firstname-db
aiyuan,0.5,0.5,0.5,east_asian,firstname-db
aiyue,0.5,0.5,0.5,east_asian,firstname-db
aiyun,0.5,0.5,0.5,east_asian,firstname-db
aize,0.0,1.0,1.0,european_other,firstname-db
aizhan,1.0,0.0,1.0,arab,firstname-db
aizhao,0.5,0.5,0.5,east_asian,firstname-db
aizhen,0.5,0.5,0.5,east_asian,firstname-db
aizhi,0.5,0.5,0.5,east_asian,firstname-db
aizhong,0.5,0.5,0.5,east_asian,firstname-db
aizhu,0.5,0.5,0.5,east_asian,firstname-db
aizo,0.0,1.0,1.0,european_other,firstname-db
aiša,1.0,0.0,1.0,slavic,firstname-db
aja,1.0,0.0,1.0,western,firstname-db
ajay,0.0,1.0,1.6,south_asian,firstname-db+faimr-seed
ajaz,0.0,1.0,1.0,arab,firstname-db
ajda,1.0,0.0,1.0,arab,firstname-db
ajdin,0.0,1.0,1.0,slavic,firstname-db
ajdina,1.0,0.0,1.0,slavic,firstname-db
ajet,0.0,1.0,1.0,slavic,firstname-db
ajeta,1.0,0.0,1.0,slavic,firstname-db
ajete,1.0,0.0,1.0,slavic,firstname-db
ajit,0.25,0.75,0.7,south_asian,firstname-db
ajiša,1.0,0.0,1.0,slavic,firstname-db
ajka,1.0,0.0,1.0,slavic,firstname-db
ajkun,0.0,1.0,1.0,slavic,firstname-db
ajkune,1.0,0.0,1.0,slavic,firstname-db
ajla,1.0,0.0,1.0,slavic,firstname-db
ajmal,0.0,1.0,1.0,arab,firstname-db
ajmer,0.0,1.0,1.0,south_asian,firstname-db
ajrie,1.0,0.0,1.0,slavic,firstname-db
ajshe,1.0,0.0,1.0,slavic,firstname-db
ajten,0.0,1.0,1.0,slavic,firstname-db
ajtene,1.0,0.0,1.0,slavic,firstname-db
ajub,0.0,1.0,1.0,arab,firstname-db
ajša,1.0,0.0,1.0,slavic,firstname-db
akaki,0.0,1.0,1.0,arab,firstname-db
akan,0.0,1.0,1.0,arab,firstname-db
akane,1.0,0.0,1.0,east_asian,firstname-db
akari,1.0,0.0,1.0,east_asian,firstname-db
akash,0.0,1.0,1.6,arab,firstname-db+faimr-seed
akbar,0.0,1.0,1.0,arab,firstname-db
akbota,1.0,0.0,1.0,arab,firstname-db
ake,0.0,1.0,1.0,european_other,firstname-db
akeem,0.0,1.0,1.0,western,firstname-db
akemi,1.0,0.0,1.0,east_asian,firstname-db
aketza,0.0,1.0,1.0,european_other,firstname-db
akgül,1.0,0.0,1.0,arab,firstname-db
akhila,1.0,0.0,1.0,south_asian,firstname-db
akhtar,0.0,1.0,1.0,south_asian,firstname-db
aki,0.5,0.5,1.0,east_asian,firstname-db
akiba,0.0,1.0,1.0,arab,firstname-db
akif,0.0,1.0,1.0,arab,firstname-db
akife,1.0,0.0,1.0,arab,firstname-db
akifumi,0.0,1.0,1.0,east_asian,firstname-db
akiharu,0.0,1.0,1.0,east_asian,firstname-db
akihiko,0.0,1.0,1.0,east_asian,firstname-db
akihiro,0.0,1.0,1.0,east_asian,firstname-db
akihisa,0.0,1.0,1.0,east_asian,firstname-db
akihito,0.0,1.0,1.0,east_asian,firstname-db
akikazu,0.0,1.0,1.0,east_asian,firstname-db
akiko,1.0,0.0,1.6,east_asian,firstname-db+faimr-seed
akil,0.0,1.0,1.0,arab,firstname-db
akila,1.0,0.0,1.0,arab,firstname-db
akim,0.0,1.0,1.0,arab,firstname-db
akimasa,0.0,1.0,1.0,east_asian,firstname-db
akimitsu,0.0,1.0,1.0,east_asian,firstname-db
akina,1.0,0.0,1.0,east_asian,firstname-db
akindynos,0.0,1.0,1.0,european_other,firstname-db
akino,1.0,0.0,1.0,east_asian,firstname-db
akinobu,0.0,1.0,1.0,east_asian,firstname-db
akinori,0.0,1.0,1.0,east_asian,firstname-db
akio,0.0,1.0,1.0,east_asian,firstname-db
akira,0.25,0.75,0.7,east_asian,firstname-db
akito,0.25,0.75,0.7,east_asian,firstname-db
akitomo,0.0,1.0,1.0,east_asian,firstname-db
akitoshi,0.0,1.0,1.0,east_asian,firstname-db
akiva,0.0,1.0,1.0,arab,firstname-db
akiyo,1.0,0.0,1.0,east_asian,firstname-db
akiyoshi,0.0,1.0,1.0,east_asian,firstname-db
akke,0.0,1.0,1.0,european_other,firstname-db
akkie,1.0,0.0,1.0,european_other,firstname-db
akmal,0.0,1.0,1.0,arab,firstname-db
akmaral,1.0,0.0,1.0,arab,firstname-db
akmini,1.0,0.0,1.0,european_other,firstname-db
akper,0.0,1.0,1.0,arab,firstname-db
akram,0.0,1.0,1.0,arab,firstname-db
akrivi,1.0,0.0,1.0,european_other,firstname-db
akrom,0.0,1.0,1.0,arab,firstname-db
aksana,1.0,0.0,1.0,slavic,firstname-db
aksel,0.0,1.0,1.0,arab,firstname-db
akseli,0.0,1.0,1.0,european_other,firstname-db
aku,0.0,1.0,1.0,european_other,firstname-db
akylbek,0.0,1.0,1.0,arab,firstname-db
akçay,0.0,1.0,1.0,arab,firstname-db
akın,0.0,1.0,1.0,arab,firstname-db
al,0.1029,0.8971,0.85,western,firstname-db
ala,0.6912,0.3088,0.85,slavic,firstname-db
alaa,0.25,0.75,0.7,arab,firstname-db
alaaddin,0.0,1.0,1.0,arab,firstname-db
alaattin,0.0,1.0,1.0,arab,firstname-db
aladdin,0.0,1.0,1.0,arab,firstname-db
aladina,1.0,0.0,1.0,european_other,firstname-db
aladino,0.0,1.0,1.0,european_other,firstname-db
aladár,0.0,1.0,1.0,european_other,firstname-db
alaeddine,0.0,1.0,1.0,arab,firstname-db
alaettin,0.0,1.0,1.0,arab,firstname-db
alaga,0.0,1.0,1.0,slavic,firstname-db
alain,0.0,1.0,1.0,european_other,firstname-db
alaina,1.0,0.0,1.0,western,firstname-db
alaitz,1.0,0.0,1.0,european_other,firstname-db
alajos,0.0,1.0,1.0,european_other,firstname-db
alak,0.0,1.0,1.0,south_asian,firstname-db
alakananda,0.0,1.0,1.0,south_asian,firstname-db
alam,0.0,1.0,1.0,arab,firstname-db
alamanno,0.0,1.0,1.0,european_other,firstname-db
alamgir,0.0,1.0,1.0,arab,firstname-db
alan,0.0,1.0,1.6,european_other,firstname-db+faimr-seed
alana,1.0,0.0,1.0,western,firstname-db
alanah,1.0,0.0,1.0,western,firstname-db
alane,0.5,0.5,0.5,western,firstname-db
alanis,1.0,0.0,1.0,european_other,firstname-db
alanna,1.0,0.0,1.0,western,firstname-db
alannah,1.0,0.0,1.0,western,firstname-db
alar,0.0,1.0,1.0,european_other,firstname-db
alari,0.0,1.0,1.0,european_other,firstname-db
alaric,0.0,1.0,1.0,european_other,firstname-db
alarich,0.0,1.0,1.0,european_other,firstname-db
alarico,0.0,1.0,1.0,european_other,firstname-db
alarik,0.0,1.0,1.0,european_other,firstname-db
alasdair,0.0,1.0,1.0,western,firstname-db
alastair,0.0,1.0,1.0,western,firstname-db
alaster,0.0,1.0,1.0,western,firstname-db
alayna,1.0,0.0,1.0,western,firstname-db
alayne,0.75,0.25,0.7,western,firstname-db
alazdin,0.0,1.0,1.0,slavic,firstname-db
alazne,1.0,0.0,1.0,european_other,firstname-db
alaïs,1.0,0.0,1.0,european_other,firstname-db
alba,1.0,0.0,1.0,european_other,firstname-db
albain,0.0,1.0,1.0,european_other,firstname-db
alban,0.0,1.0,1.0,european_other,firstname-db
albana,1.0,0.0,1.0,european_other,firstname-db
albane,1.0,0.0,1.0,european_other,firstname-db
albanie,1.0,0.0,1.0,european_other,firstname-db
albanne,1.0,0.0,1.0,european_other,firstname-db
albano,0.0,1.0,1.0,european_other,firstname-db
albena,1.0,0.0,1.0,european_other,firstname-db
alber,0.0,1.0,1.0,european_other,firstname-db
alberdina,1.0,0.0,1.0,european_other,firstname-db
alberdine,1.0,0.0,1.0,european_other,firstname-db
alberica,1.0,0.0,1.0,european_other,firstname-db
alberico,0.0,1.0,1.0,european_other,firstname-db
albert,0.0,1.0,1.0,european_other,firstname-db
alberta,1.0,0.0,1.0,european_other,firstname-db
albertas,0.0,1.0,1.0,european_other,firstname-db
albertdine,1.0,0.0,1.0,european_other,firstname-db
alberte,1.0,0.0,1.0,european_other,firstname-db
albertha,1.0,0.0,1.0,european_other,firstname-db
alberthe,1.0,0.0,1.0,european_other,firstname-db
albertien,1.0,0.0,1.0,european_other,firstname-db
albertina,1.0,0.0,1.0,european_other,firstname-db
albertine,1.0,0.0,1.0,european_other,firstname-db
albertino,0.0,1.0,1.0,european_other,firstname-db
albertje,1.0,0.0,1.0,european_other,firstname-db
alberto,0.0,1.0,1.0,european_other,firstname-db
alberts,0.0,1.0,1.0,european_other,firstname-db
albertus,0.0,1.0,1.0,european_other,firstname-db
albi,0.0,1.0,1.0,slavic,firstname-db
albin,0.0,1.0,1.0,european_other,firstname-db
albina,1.0,0.0,1.0,slavic,firstname-db
albinas,0.0,1.0,1.0,european_other,firstname-db
albinca,1.0,0.0,1.0,slavic,firstname-db
albine,1.0,0.0,1.0,european_other,firstname-db
albino,0.0,1.0,1.0,european_other,firstname-db
albinus,0.0,1.0,1.0,european_other,firstname-db
albion,0.0,1.0,1.0,slavic,firstname-db
albo,0.0,1.0,1.0,european_other,firstname-db
albrecht,0.0,1.0,1.0,european_other,firstname-db
albulena,1.0,0.0,1.0,slavic,firstname-db
alby,0.0,1.0,1.0,european_other,firstname-db
albéric,0.0,1.0,1.0,european_other,firstname-db
albína,1.0,0.0,1.0,european_other,firstname-db
albīna,1.0,0.0,1.0,european_other,firstname-db
alcea,1.0,0.0,1.0,european_other,firstname-db
alceo,0.0,1.0,1.0,european_other,firstname-db
alceste,1.0,0.0,1.0,european_other,firstname-db
alceu,0.0,1.0,1.0,european_other,firstname-db
alcide,0.0,1.0,1.0,european_other,firstname-db
alcides,0.0,1.0,1.0,european_other,firstname-db
alcina,1.0,0.0,1.0,european_other,firstname-db
alcinda,1.0,0.0,1.0,european_other,firstname-db
alcindo,0.0,1.0,1.0,european_other,firstname-db
alcino,0.0,1.0,1.0,european_other,firstname-db
alco,0.0,1.0,1.0,european_other,firstname-db
alcídia,1.0,0.0,1.0,european_other,firstname-db
alcínio,0.0,1.0,1.0,european_other,firstname-db
alda,1.0,0.0,1.0,european_other,firstname-db
aldas,0.0,1.0,1.0,european_other,firstname-db
aldegonda,1.0,0.0,1.0,european_other,firstname-db
alden,0.0,1.0,1.0,western,firstname-db
alderico,0.0,1.0,1.0,european_other,firstname-db
aldesina,1.0,0.0,1.0,european_other,firstname-db
aldesino,0.0,1.0,1.0,european_other,firstname-db
aldi,0.0,1.0,1.0,slavic,firstname-db
aldijana,1.0,0.0,1.0,slavic,firstname-db
aldin,0.0,1.0,1.0,slavic,firstname-db
aldina,1.0,0.0,1.0,european_other,firstname-db
aldine,1.0,0.0,1.0,european_other,firstname-db
aldino,0.0,1.0,1.0,european_other,firstname-db
aldis,0.0,1.0,1.0,european_other,firstname-db
aldo,0.0,1.0,1.0,european_other,firstname-db
aldobrando,0.0,1.0,1.0,european_other,firstname-db
aldona,1.0,0.0,1.0,slavic,firstname-db
aldonija,1.0,0.0,1.0,european_other,firstname-db
aldonis,0.0,1.0,1.0,european_other,firstname-db
aldor,0.0,1.0,1.0,european_other,firstname-db
aldous,0.0,1.0,1.0,western,firstname-db
aldric,0.0,1.0,1.0,european_other,firstname-db
aldrich,0.0,1.0,1.0,western,firstname-db
aldrik,0.0,1.0,1.0,european_other,firstname-db
alduina,1.0,0.0,1.0,european_other,firstname-db
alduino,0.0,1.0,1.0,european_other,firstname-db
aldwin,0.0,1.0,1.0,european_other,firstname-db
aldwyn,0.0,1.0,1.0,western,firstname-db
aldéric,0.0,1.0,1.0,european_other,firstname-db
aldís,1.0,0.0,1.0,european_other,firstname-db
aldónio,0.0,1.0,1.0,european_other,firstname-db
ale,0.0,1.0,1.0,european_other,firstname-db
aleah,1.0,0.0,1.0,western,firstname-db
aleandra,1.0,0.0,1.0,european_other,firstname-db
aleandro,0.0,1.0,1.0,european_other,firstname-db
alearda,1.0,0.0,1.0,european_other,firstname-db
aleardo,0.0,1.0,1.0,european_other,firstname-db
alec,0.0,1.0,1.0,western,firstname-db
alecia,1.0,0.0,1.0,western,firstname-db
aleck,0.0,1.0,1.0,western,firstname-db
alecsandra,1.0,0.0,1.0,european_other,firstname-db
alecsandrina,1.0,0.0,1.0,european_other,firstname-db
alecsandru,0.0,1.0,1.0,european_other,firstname-db
alecse,0.0,1.0,1.0,european_other,firstname-db
aled,0.0,1.0,1.0,western,firstname-db
aleg,0.0,1.0,1.0,slavic,firstname-db
alegria,1.0,0.0,1.0,european_other,firstname-db
aleh,0.0,1.0,1.0,slavic,firstname-db
aleid,0.75,0.25,0.7,european_other,firstname-db
aleida,1.0,0.0,1.0,european_other,firstname-db
aleja,1.0,0.0,1.0,european_other,firstname-db
alejandra,1.0,0.0,1.0,european_other,firstname-db
alejandrina,1.0,0.0,1.0,european_other,firstname-db
alejandrino,0.0,1.0,1.0,european_other,firstname-db
alejandro,0.0,1.0,1.0,western,firstname-db
alejo,0.0,1.0,1.0,european_other,firstname-db
aleka,1.0,0.0,1.0,european_other,firstname-db
aleko,0.0,1.0,1.0,arab,firstname-db
alekper,0.0,1.0,1.0,arab,firstname-db
aleks,0.0,1.0,1.0,slavic,firstname-db
aleksa,1.0,0.0,1.0,slavic,firstname-db
aleksandar,0.0,1.0,1.0,slavic,firstname-db
aleksander,0.0,1.0,1.0,european_other,firstname-db
aleksandr,0.0,1.0,1.0,arab,firstname-db
aleksandra,1.0,0.0,1.0,slavic,firstname-db
aleksandras,0.0,1.0,1.0,european_other,firstname-db
aleksandre,0.0,1.0,1.0,arab,firstname-db
aleksandrina,1.0,0.0,1.0,european_other,firstname-db
aleksandrs,0.0,1.0,1.0,european_other,firstname-db
aleksanteri,0.0,1.0,1.0,european_other,firstname-db
aleksas,0.0,1.0,1.0,european_other,firstname-db
aleksei,0.0,1.0,1.0,european_other,firstname-db
aleksej,0.0,1.0,1.0,european_other,firstname-db
